42,6
59,80
1,1
1,3
1,7
1,8
1,9
1,10
1,11
1,13
1,20
1,22
1,27
1,29
1,30
1,33
1,46
1,50
1,56
1,58
1,62
1,67
1,70
1,71
1,74
1,77
1,78
1,84
1,88
1,97
2,3
2,7
2,8
2,15
2,17
2,19
2,24
2,25
2,29
2,34
2,38
2,45
2,47
2,49
2,51
2,52
2,53
2,60
2,61
2,65
2,68
2,70
2,76
2,78
2,81
2,84
2,86
2,88
2,89
2,93
2,99
3,1
3,4
3,6
3,8
3,14
3,15
3,17
3,18
3,22
3,25
3,28
3,32
3,34
3,35
3,36
3,38
3,42
3,43
3,45
3,46
3,47
3,50
3,56
3,63
3,68
3,79
3,81
3,93
3,94
4,1
4,8
4,9
4,10
4,17
4,18
4,19
4,21
4,30
4,34
4,35
4,38
4,45
4,48
4,51
4,53
4,54
4,57
4,58
4,61
4,63
4,71
4,75
4,76
4,88
4,89
4,90
4,93
4,95
4,98
4,99
5,3
5,11
5,14
5,17
5,19
5,22
5,23
5,24
5,29
5,30
5,33
5,43
5,48
5,50
5,51
5,52
5,53
5,57
5,58
5,60
5,67
5,68
5,74
5,77
5,82
5,83
5,84
5,85
5,89
5,90
5,94
5,99
6,13
6,18
6,22
6,33
6,35
6,39
6,40
6,44
6,49
6,51
6,57
6,58
6,61
6,64
6,66
6,68
6,69
6,73
6,75
6,76
6,83
6,84
6,89
6,92
6,93
6,95
6,96
6,97
6,98
7,2
7,4
7,5
7,10
7,11
7,13
7,18
7,19
7,34
7,45
7,49
7,60
7,62
7,76
7,80
7,81
7,84
7,85
7,92
7,95
7,96
7,98
8,3
8,4
8,19
8,22
8,31
8,34
8,36
8,37
8,47
8,49
8,50
8,56
8,58
8,60
8,63
8,64
8,70
8,72
8,73
8,76
8,83
8,91
8,93
8,96
9,3
9,6
9,9
9,11
9,14
9,15
9,16
9,19
9,26
9,30
9,32
9,35
9,36
9,42
9,43
9,51
9,53
9,56
9,60
9,62
9,69
9,72
9,73
9,75
9,76
9,80
9,82
9,85
9,86
9,87
9,89
9,91
9,94
9,96
10,9
10,10
10,11
10,12
10,14
10,15
10,16
10,17
10,18
10,20
10,25
10,28
10,34
10,35
10,36
10,37
10,39
10,54
10,55
10,58
10,62
10,63
10,67
10,69
10,70
10,76
10,77
10,78
10,80
10,84
10,87
10,89
10,92
10,94
10,96
11,2
11,3
11,4
11,6
11,9
11,10
11,12
11,13
11,14
11,19
11,20
11,21
11,23
11,26
11,31
11,42
11,43
11,44
11,45
11,46
11,47
11,52
11,55
11,57
11,58
11,64
11,68
11,69
11,72
11,73
11,74
11,77
11,79
11,80
11,81
11,82
11,85
11,87
11,95
11,97
12,1
12,7
12,16
12,26
12,27
12,29
12,33
12,38
12,39
12,41
12,43
12,46
12,47
12,48
12,51
12,52
12,53
12,56
12,64
12,68
12,69
12,70
12,73
12,75
12,76
12,81
12,89
12,92
12,94
12,96
12,98
13,5
13,7
13,9
13,10
13,12
13,13
13,19
13,20
13,24
13,25
13,30
13,32
13,35
13,42
13,46
13,47
13,48
13,64
13,67
13,74
13,75
13,76
13,79
13,86
13,88
13,92
13,97
13,98
13,99
14,4
14,5
14,9
14,10
14,15
14,16
14,18
14,20
14,21
14,24
14,25
14,26
14,28
14,30
14,33
14,34
14,36
14,43
14,44
14,45
14,51
14,56
14,58
14,66
14,71
14,72
14,77
14,78
14,87
14,91
14,94
15,2
15,3
15,4
15,6
15,11
15,13
15,16
15,20
15,25
15,27
15,32
15,35
15,37
15,40
15,41
15,43
15,45
15,46
15,48
15,51
15,56
15,58
15,60
15,64
15,66
15,67
15,77
15,81
15,85
15,98
16,4
16,5
16,7
16,13
16,19
16,24
16,28
16,32
16,33
16,34
16,35
16,39
16,41
16,42
16,43
16,46
16,51
16,55
16,56
16,62
16,70
16,74
16,78
16,80
16,81
16,86
16,87
16,89
16,94
17,2
17,4
17,14
17,19
17,24
17,26
17,27
17,29
