15,9
12,14
1,9
1,16
1,19
1,29
1,32
1,33
1,34
1,37
1,40
1,41
1,42
1,43
1,44
2,1
2,3
2,4
2,5
2,7
2,11
2,14
2,15
2,16
2,19
2,22
2,25
2,26
2,27
2,31
2,32
2,35
2,40
2,44
2,47
2,48
3,2
3,3
3,4
3,5
3,9
3,10
3,15
3,22
3,24
3,25
3,27
3,29
3,35
3,36
3,38
3,48
4,2
4,4
4,8
4,11
4,17
4,18
4,19
4,29
4,33
4,35
4,39
4,41
4,48
5,1
5,5
5,7
5,9
5,14
5,17
5,18
5,20
5,21
5,22
5,24
5,25
5,27
5,29
5,40
5,41
5,48
6,4
6,6
6,9
6,12
6,13
6,16
6,22
6,29
6,31
6,32
6,40
6,44
6,46
6,48
7,1
7,3
7,4
7,7
7,12
7,14
7,17
7,22
7,23
7,24
7,27
7,36
7,39
7,40
7,42
7,46
8,1
8,7
8,10
8,18
8,23
8,25
8,29
8,37
8,42
8,45
8,46
8,48
9,10
9,11
9,13
9,16
9,20
9,22
9,31
9,38
9,43
9,44
9,46
9,47
10,4
10,8
10,10
10,12
10,15
10,18
10,20
10,23
10,26
10,29
10,31
10,35
10,36
10,39
10,41
10,42
10,44
10,46
11,1
11,3
11,6
11,13
11,14
11,17
11,19
11,20
11,21
11,30
11,32
11,35
11,36
11,37
12,1
12,15
12,16
12,20
12,22
12,24
12,26
12,32
12,35
12,38
12,44
12,47
12,48
13,2
13,3
13,11
13,13
13,20
13,21
13,22
13,23
13,26
13,27
13,29
13,30
13,31
13,34
13,35
13,36
13,37
13,38
13,39
13,40
13,48
14,5
14,8
14,9
14,18
14,23
14,25
14,27
14,28
14,29
14,30
14,33
14,34
14,37
14,39
14,40
15,4
15,5
15,15
15,16
15,18
15,20
15,22
15,23
15,30
15,38
15,40
15,43
15,45
15,47
16,4
16,7
16,8
16,10
16,11
16,13
16,14
16,15
16,16
16,17
16,21
16,22
16,24
16,25
16,26
16,30
16,35
16,40
16,48
17,1
17,5
17,6
17,9
17,10
17,17
17,19
17,24
17,27
17,34
17,39
17,41
17,47
18,1
18,2
18,5
18,7
18,9
18,10
18,14
18,15
18,16
18,17
18,21
18,22
18,25
18,27
18,32
18,35
18,48
19,5
19,8
19,11
19,13
19,14
19,15
19,17
19,23
19,32
19,37
19,39
19,44
19,47
20,1
20,3
20,10
20,11
20,12
20,14
20,16
20,18
20,19
20,20
20,22
20,27
20,29
20,37
20,39
20,40
20,41
20,43
20,44
20,46
20,47
20,48
21,2
21,4
21,9
21,13
21,16
21,18
21,19
21,23
21,25
21,34
21,36
21,40
21,41
21,43
21,48
22,4
22,12
22,15
22,21
22,27
22,28
22,30
22,35
22,44
23,2
23,5
23,6
23,9
23,15
23,16
23,18
23,27
23,30
23,35
23,37
23,40
23,41
23,42
23,47
24,8
24,9
24,11
24,12
24,14
24,18
24,21
24,27
24,28
24,35
24,37
24,43
24,44
24,45
24,46
24,48
25,6
25,7
25,13
25,17
25,18
25,35
25,36
25,43
25,47
26,1
26,5
26,13
26,17
26,18
26,20
26,21
26,25
26,28
26,31
26,32
26,43
26,44
26,45
26,46
27,4
27,6
27,7
27,9
27,12
27,14
27,17
27,22
27,23
27,24
27,28
27,30
27,37
27,42
27,48
28,1
28,17
28,22
28,30
28,32
28,35
28,36
28,39
28,41
28,42
28,45
28,46
28,47
28,48
29,1
29,10
29,19
29,20
29,26
29,32
29,37
29,48
30,2
30,4
30,18
30,20
30,21
30,24
30,25
30,26
30,27
30,29
30,30
30,35
30,37
30,38
30,44
30,45
31,4
31,6
31,7
31,8
31,13
31,14
31,15
31,17
31,23
31,28
31,31
31,33
31,40
31,41
31,45
31,48
32,1
32,2
32,10
32,12
32,14
32,16
32,17
32,22
32,32
32,37
32,38
32,41
32,43
32,47
32,48
33,5
33,11
33,17
33,22
33,25
33,26
33,31
33,33
33,37
33,38
33,39
33,40
33,42
33,43
33,45
33,46
34,5
34,17
34,25
34,27
34,37
34,38
34,42
35,2
35,3
35,5
35,6
35,8
35,10
35,12
35,17
35,18
35,21
35,25
35,27
35,30
35,38
35,39
35,41
35,44
35,45
35,46
35,47
35,48
36,1
36,4
36,5
36,6
36,7
36,17
36,18
36,22
36,23
36,26
36,28
36,30
36,32
36,37
36,42
36,45
36,46
36,47
36,48
37,2
37,4
37,9
37,11
37,14
37,17
37,19
37,21
37,26
37,28
37,29
37,31
38,2
38,8
38,15
38,24
38,27
38,30
38,31
38,37
38,38
38,39
39,1
39,5
39,8
39,9
39,11
39,12
39,13
39,17
39,18
39,20
39,26
39,27
39,28
39,29
39,30
39,31
39,35
39,38
40,3
40,5
40,7
40,8
40,12
40,16
40,20
40,29
40,33
40,34
40,38
40,42
40,43
40,45
40,46
41,5
41,6
41,8
41,9
41,12
41,13
41,16
41,19
41,21
41,22
41,29
41,30
41,32
41,41
41,42
41,43
41,44
41,47
42,5
42,7
42,8
42,11
42,13
42,14
42,16
42,29
42,32
42,34
42,36
42,37
42,40
42,41
42,44
43,1
43,4
43,5
43,6
43,7
43,9
43,10
43,15
43,16
43,17
43,21
43,25
43,31
43,32
43,33
43,39
43,44
43,45
43,47
44,2
44,4
44,10
44,13
44,16
44,18
44,19
44,23
44,25
44,26
44,28
44,36
44,37
44,39
44,46
44,48
45,3
45,4
45,8
45,10
45,24
45,26
45,33
45,42
45,47
46,9
46,13
46,14
46,16
46,18
46,25
46,32
46,33
46,36
46,40
46,43
46,47
47,4
47,9
47,11
47,12
47,13
47,16
47,27
47,28
47,32
47,37
47,39
47,41
47,47
48,1
48,2
48,3
48,4
48,5
48,7
48,11
48,13
48,14
48,18
48,33
48,35
48,38
48,39
48,40
48,43
