38,33
14,31
1,1
1,5
1,6
1,9
1,12
1,13
1,14
1,16
1,18
1,21
1,22
1,27
1,33
1,34
1,39
1,41
1,42
1,46
2,1
2,6
2,7
2,8
2,12
2,15
2,23
2,25
2,28
2,35
2,36
2,37
2,38
2,41
3,2
3,4
3,5
3,13
3,26
3,30
3,32
3,36
3,42
3,45
3,46
3,47
3,48
4,2
4,3
4,5
4,8
4,11
4,17
4,21
4,27
4,29
4,30
4,34
4,36
4,40
4,43
4,44
4,48
5,1
5,2
5,5
5,6
5,7
5,8
5,10
5,13
5,16
5,17
5,19
5,21
5,24
5,26
5,29
5,32
5,33
5,34
5,35
5,37
5,38
6,5
6,10
6,20
6,21
6,26
6,27
6,28
6,31
6,32
6,38
6,39
6,41
6,43
6,48
7,1
7,2
7,3
7,7
7,10
7,16
7,17
7,19
7,20
7,23
7,32
7,39
7,48
8,4
8,5
8,6
8,7
8,8
8,15
8,16
8,19
8,25
8,28
8,29
8,32
8,33
8,37
8,41
8,42
8,46
8,47
9,1
9,2
9,4
9,5
9,8
9,16
9,21
9,23
9,24
9,28
9,29
9,30
9,33
9,36
9,38
9,39
9,45
9,48
10,5
10,13
10,16
10,21
10,23
10,27
10,35
10,40
10,42
10,44
10,46
11,3
11,4
11,5
11,12
11,13
11,14
11,15
11,17
11,20
11,25
11,32
11,36
11,39
12,12
12,13
12,17
12,18
12,19
12,21
12,22
12,23
12,24
12,26
12,29
12,35
12,39
12,41
12,42
12,45
12,47
12,48
13,5
13,8
13,15
13,19
13,21
13,33
13,37
13,40
13,42
13,46
13,47
14,7
14,12
14,13
14,14
14,15
14,17
14,18
14,20
14,23
14,25
14,27
14,32
14,33
14,39
14,40
14,44
14,46
14,48
15,2
15,4
15,5
15,8
15,10
15,11
15,13
15,15
15,18
15,19
15,23
15,25
15,30
15,36
15,42
15,46
15,47
16,2
16,3
16,4
16,5
16,13
16,16
16,20
16,22
16,24
16,35
16,41
16,45
17,6
17,10
17,16
17,23
17,24
17,29
17,30
17,44
17,47
18,2
18,3
18,6
18,8
18,13
18,19
18,23
18,34
18,44
18,45
18,46
18,47
18,48
19,1
19,2
19,6
19,10
19,11
19,13
19,16
19,20
19,25
19,26
19,37
19,41
19,44
20,2
20,4
20,5
20,10
20,11
20,13
20,17
20,18
20,19
20,20
20,22
20,31
20,36
20,39
20,40
20,45
20,46
21,1
21,2
21,3
21,7
21,8
21,14
21,16
21,18
21,21
21,22
21,23
21,28
21,29
21,33
21,41
21,42
22,2
22,4
22,7
22,8
22,12
22,15
22,18
22,20
22,31
22,34
22,41
22,42
22,43
22,44
22,45
22,48
23,2
23,3
23,11
23,14
23,17
23,18
23,25
23,30
23,33
23,34
23,35
23,44
23,48
24,1
24,5
24,7
24,10
24,13
24,18
24,21
24,23
24,26
24,27
24,34
24,38
24,39
24,45
24,46
24,47
25,8
25,9
25,10
25,12
25,13
25,16
25,18
25,21
25,24
25,31
25,32
25,35
25,38
26,1
26,2
26,3
26,4
26,6
26,7
26,9
26,12
26,13
26,14
26,16
26,20
26,21
26,25
26,27
26,36
26,38
26,46
26,48
27,1
27,3
27,10
27,11
27,20
27,22
27,23
27,24
27,25
27,31
27,39
27,42
27,47
28,2
28,3
28,4
28,5
28,7
28,13
28,15
28,17
28,20
28,21
28,24
28,34
28,35
28,36
28,41
28,44
28,46
29,5
29,9
29,10
29,11
29,18
29,19
29,22
29,29
29,31
29,33
29,34
29,38
29,39
30,3
30,4
30,6
30,7
30,8
30,10
30,11
30,13
30,28
30,31
30,35
30,36
30,40
30,41
30,43
30,45
30,47
31,2
31,5
31,6
31,8
31,12
31,14
31,17
31,32
31,35
31,39
31,41
31,45
31,47
31,48
32,3
32,7
32,8
32,9
32,16
32,17
32,20
32,23
32,29
32,30
32,31
32,33
32,38
32,40
32,44
32,46
33,2
33,18
33,22
33,24
33,26
33,29
33,32
33,33
33,41
33,42
34,1
34,10
34,13
34,17
34,21
34,24
34,44
34,45
34,46
35,3
35,4
35,6
35,9
35,10
35,12
35,14
35,17
35,18
35,23
35,25
35,29
35,32
35,34
35,42
35,43
35,44
35,45
35,48
36,1
36,5
36,13
36,15
36,16
36,20
36,21
36,25
36,29
36,35
36,46
37,1
37,2
37,4
37,7
37,8
37,9
37,10
37,11
37,18
37,20
37,31
37,33
37,39
37,42
37,46
38,2
38,3
38,5
38,6
38,10
38,11
38,15
38,18
38,25
38,28
38,29
38,34
38,37
38,40
38,41
38,43
38,45
39,6
39,8
39,10
39,13
39,15
39,17
39,18
39,22
39,25
39,27
39,31
39,35
39,41
39,44
39,47
40,2
40,12
40,15
40,19
40,21
40,25
40,29
40,33
40,40
40,45
40,46
40,47
41,2
41,6
41,7
41,8
41,14
41,18
41,20
41,21
41,24
41,30
41,35
41,38
41,47
42,3
42,5
42,9
42,10
42,12
42,13
42,15
42,22
42,23
42,25
42,29
42,33
42,42
42,48
43,4
43,27
43,34
43,37
43,39
43,40
44,1
44,11
44,21
44,25
44,26
44,29
44,33
44,36
44,39
44,41
45,3
45,5
45,14
45,15
45,19
45,20
45,21
45,23
45,25
45,37
45,46
46,2
46,4
46,20
46,24
46,29
46,31
46,33
46,35
46,37
46,39
46,42
46,45
46,46
46,47
47,11
47,12
47,14
47,18
47,21
47,23
47,26
47,43
47,45
47,47
48,12
48,14
48,18
48,21
48,27
48,29
48,33
48,35
48,39
48,42
48,44
